เดือน,ยี่ห้อ,แบบรถ,รุ่นย่อย,ประเภท,จำนวน
2023-09,Nissan,Navara,2.5 Pro-4X Double Cab,RY3,1214
2023-10,Nissan,Navara,,RY3,1594
2023-11,Nissan,Navara,,RY3,1461
2023-12,Nissan,Navara,2.5 S Single Cab,RY3,1530
2024-01,Nissan,Navara,,RY3,2029
2024-02,Nissan,Navara,,RY3,1699
2024-03,Nissan,Navara,,RY3,1398
2024-04,Nissan,Navara,,RY3,2242
2024-05,Nissan,Navara,,RY3,1846
2024-06,Nissan,Navara,,RY3,2057
2024-07,Nissan,Navara,,RY3,1671
2024-08,Nissan,Navara,,RY3,2033
2024-09,Nissan,Navara,2.5 Pro-4X Double Cab,RY3,1664
2024-10,Nissan,Navara,,RY3,2194
2024-11,Nissan,Navara,2.5 Pro-4X Double Cab,RY3,1795
2024-12,Nissan,Navara,,RY3,1401
2025-01,Nissan,Navara,,RY3,2016
2025-02,Nissan,Navara,,RY3,1178
2025-03,Nissan,Navara,2.5 S Single Cab,RY3,1786
2025-04,Nissan,Navara,,RY3,2379
2025-05,Nissan,Navara,2.5 S Single Cab,RY3,1689
2025-06,Nissan,Navara,2.5 S Single Cab,RY3,1191
2025-07,Nissan,Navara,2.5 S Single Cab,RY3,1803
2025-08,Nissan,Navara,,RY3,2126
2025-09,Nissan,Navara,,RY3,2014
2025-10,Nissan,Navara,2.5 S Single Cab,RY3,2214
2025-11,Nissan,Navara,,RY3,1584
2025-12,Nissan,Navara,,RY3,2453
2023-01,Nissan,Terra,,RY1,162
2023-02,Nissan,Terra,,RY1,194
2023-03,Nissan,Terra,2.3 VL 4WD,RY1,196
2023-04,Nissan,Terra,,RY1,143
2023-05,Nissan,Terra,,RY1,123
2023-06,Nissan,Terra,,RY1,250
2023-07,Nissan,Terra,2.3 VL 4WD,RY1,156
2023-08,Nissan,Terra,2.3 VL 4WD,RY1,162
2023-09,Nissan,Terra,2.3 VL 4WD,RY1,114
2023-10,Nissan,Terra,2.3 VL 4WD,RY1,264
2023-11,Nissan,Terra,,RY1,221
2023-12,Nissan,Terra,,RY1,313
2024-01,Nissan,Terra,2.3 VL 4WD,RY1,223
2024-02,Nissan,Terra,,RY1,301
2024-03,Nissan,Terra,,RY1,320
2024-04,Nissan,Terra,,RY1,262
2024-05,Nissan,Terra,2.3 VL 4WD,RY1,207
2024-06,Nissan,Terra,,RY1,237
2024-07,Nissan,Terra,2.3 VL 4WD,RY1,201
2024-08,Nissan,Terra,,RY1,126
2024-09,Nissan,Terra,,RY1,320
2024-10,Nissan,Terra,,RY1,265
2024-11,Nissan,Terra,2.3 VL 4WD,RY1,150
2024-12,Nissan,Terra,,RY1,184
2025-01,Nissan,Terra,,RY1,204
2025-02,Nissan,Terra,,RY1,252
2025-03,Nissan,Terra,,RY1,229
2025-04,Nissan,Terra,,RY1,283
2025-05,Nissan,Terra,,RY1,187
2025-06,Nissan,Terra,,RY1,182
2025-07,Nissan,Terra,2.3 VL 4WD,RY1,253
2025-08,Nissan,Terra,,RY1,235
2025-09,Nissan,Terra,2.3 VL 4WD,RY1,152
2025-10,Nissan,Terra,,RY1,111
2025-11,Nissan,Terra,2.3 VL 4WD,RY1,197
2025-12,Nissan,Terra,,RY1,111
2023-01,Porsche,Macan,,RY1,96
2023-02,Porsche,Macan,,RY1,87
2023-03,Porsche,Macan,,RY1,58
2023-04,Porsche,Macan,,RY1,111
2023-05,Porsche,Macan,,RY1,115
2023-06,Porsche,Macan,,RY1,154
2023-07,Porsche,Macan,,RY1,79
2023-08,Porsche,Macan,Macan,RY1,142
2023-09,Porsche,Macan,Macan,RY1,117
2023-10,Porsche,Macan,,RY1,128
2023-11,Porsche,Macan,,RY1,126
2023-12,Porsche,Macan,Macan,RY1,103
2024-01,Porsche,Macan,Macan,RY1,114
2024-02,Porsche,Macan,Macan,RY1,131
2024-03,Porsche,Macan,Macan,RY1,126
2024-04,Porsche,Macan,,RY1,128
2024-05,Porsche,Macan,,RY1,106
2024-06,Porsche,Macan,,RY1,110
2024-07,Porsche,Macan,,RY1,122
2024-08,Porsche,Macan,Macan,RY1,151
2024-09,Porsche,Macan,,RY1,113
2024-10,Porsche,Macan,,RY1,119
2024-11,Porsche,Macan,Macan,RY1,142
2024-12,Porsche,Macan,Macan,RY1,140
2025-01,Porsche,Macan,,RY1,71
2025-02,Porsche,Macan,,RY1,156
2025-03,Porsche,Macan,,RY1,143
2025-04,Porsche,Macan,,RY1,102
2025-05,Porsche,Macan,,RY1,143
2025-06,Porsche,Macan,Macan,RY1,148
2025-07,Porsche,Macan,,RY1,126
2025-08,Porsche,Macan,Macan,RY1,170
2025-09,Porsche,Macan,,RY1,113
2025-10,Porsche,Macan,,RY1,138
2025-11,Porsche,Macan,,RY1,164
2025-12,Porsche,Macan,,RY1,126
2023-01,Porsche,Cayenne,Cayenne E-Hybrid,RY1,36
2023-02,Porsche,Cayenne,Cayenne E-Hybrid,RY1,44
2023-03,Porsche,Cayenne,,RY1,33
2023-04,Porsche,Cayenne,Cayenne E-Hybrid,RY1,27
2023-05,Porsche,Cayenne,,RY1,24
2023-06,Porsche,Cayenne,Cayenne E-Hybrid,RY1,37
2023-07,Porsche,Cayenne,Cayenne E-Hybrid,RY1,16
2023-08,Porsche,Cayenne,,RY1,38
2023-09,Porsche,Cayenne,,RY1,30
2023-10,Porsche,Cayenne,,RY1,37
2023-11,Porsche,Cayenne,,RY1,40
2023-12,Porsche,Cayenne,Cayenne E-Hybrid,RY1,31
2024-01,Porsche,Cayenne,,RY1,29
2024-02,Porsche,Cayenne,,RY1,47
2024-03,Porsche,Cayenne,Cayenne E-Hybrid,RY1,24
2024-04,Porsche,Cayenne,Cayenne E-Hybrid,RY1,39
2024-05,Porsche,Cayenne,,RY1,40
2024-06,Porsche,Cayenne,Cayenne E-Hybrid,RY1,34
2024-07,Porsche,Cayenne,,RY1,45
2024-08,Porsche,Cayenne,Cayenne E-Hybrid,RY1,38
2024-09,Porsche,Cayenne,,RY1,30
2024-10,Porsche,Cayenne,,RY1,44
2024-11,Porsche,Cayenne,,RY1,21
2024-12,Porsche,Cayenne,Cayenne E-Hybrid,RY1,32
2025-01,Porsche,Cayenne,Cayenne E-Hybrid,RY1,29
2025-02,Porsche,Cayenne,,RY1,43
2025-03,Porsche,Cayenne,,RY1,46
2025-04,Porsche,Cayenne,,RY1,16
2025-05,Porsche,Cayenne,Cayenne E-Hybrid,RY1,35
2025-06,Porsche,Cayenne,,RY1,50
2025-07,Porsche,Cayenne,Cayenne E-Hybrid,RY1,33
2025-08,Porsche,Cayenne,,RY1,48
2025-09,Porsche,Cayenne,,RY1,38
2025-10,Porsche,Cayenne,,RY1,43
2025-11,Porsche,Cayenne,Cayenne E-Hybrid,RY1,52
2025-12,Porsche,Cayenne,,RY1,20
2023-01,Porsche,911,,RY1,119
2023-02,Porsche,911,Carrera,RY1,104
2023-03,Porsche,911,,RY1,122
2023-04,Porsche,911,,RY1,81
2023-05,Porsche,911,,RY1,70
2023-06,Porsche,911,,RY1,103
2023-07,Porsche,911,,RY1,102
2023-08,Porsche,911,Carrera,RY1,84
2023-09,Porsche,911,,RY1,106
2023-10,Porsche,911,,RY1,96
2023-11,Porsche,911,,RY1,59
2023-12,Porsche,911,Carrera,RY1,120
2024-01,Porsche,911,,RY1,78
2024-02,Porsche,911,,RY1,116
2024-03,Porsche,911,Carrera,RY1,104
2024-04,Porsche,911,,RY1,78
2024-05,Porsche,911,,RY1,83
2024-06,Porsche,911,,RY1,72
2024-07,Porsche,911,Carrera,RY1,83
2024-08,Porsche,911,Carrera,RY1,79
2024-09,Porsche,911,Carrera,RY1,115
2024-10,Porsche,911,,RY1,130
2024-11,Porsche,911,Carrera,RY1,85
2024-12,Porsche,911,,RY1,136
2025-01,Porsche,911,,RY1,163
2025-02,Porsche,911,Carrera,RY1,72
2025-03,Porsche,911,Carrera,RY1,144
2025-04,Porsche,911,Carrera,RY1,161
2025-05,Porsche,911,Carrera,RY1,87
2025-06,Porsche,911,Carrera,RY1,102
2025-07,Porsche,911,,RY1,84
2025-08,Porsche,911,Carrera,RY1,134
2025-09,Porsche,911,Carrera,RY1,116
2025-10,Porsche,911,,RY1,78
2025-11,Porsche,911,,RY1,122
2025-12,Porsche,911,,RY1,144
2023-01,Subaru,Forester,,RY1,320
2023-02,Subaru,Forester,,RY1,259
2023-03,Subaru,Forester,,RY1,221
2023-04,Subaru,Forester,,RY1,125
2023-05,Subaru,Forester,2.0 i-S EyeSight,RY1,303
2023-06,Subaru,Forester,,RY1,171
2023-07,Subaru,Forester,,RY1,135
2023-08,Subaru,Forester,,RY1,200
2023-09,Subaru,Forester,2.0 i-S EyeSight,RY1,160
2023-10,Subaru,Forester,,RY1,198
2023-11,Subaru,Forester,,RY1,287
2023-12,Subaru,Forester,,RY1,201
2024-01,Subaru,Forester,2.0 i-S EyeSight,RY1,124
2024-02,Subaru,Forester,,RY1,195
2024-03,Subaru,Forester,,RY1,281
2024-04,Subaru,Forester,,RY1,279
2024-05,Subaru,Forester,2.0 i-S EyeSight,RY1,177
2024-06,Subaru,Forester,2.0 i-S EyeSight,RY1,290
2024-07,Subaru,Forester,,RY1,114
2024-08,Subaru,Forester,,RY1,205
2024-09,Subaru,Forester,,RY1,181
2024-10,Subaru,Forester,,RY1,345
2024-11,Subaru,Forester,,RY1,262
2024-12,Subaru,Forester,2.0 i-S EyeSight,RY1,241
2025-01,Subaru,Forester,,RY1,180
2025-02,Subaru,Forester,,RY1,242
2025-03,Subaru,Forester,,RY1,198
2025-04,Subaru,Forester,2.0 i-S EyeSight,RY1,286
2025-05,Subaru,Forester,,RY1,144
2025-06,Subaru,Forester,,RY1,221
2025-07,Subaru,Forester,,RY1,327
2025-08,Subaru,Forester,2.0 i-S EyeSight,RY1,235
2025-09,Subaru,Forester,2.0 i-S EyeSight,RY1,267
2025-10,Subaru,Forester,,RY1,303
2025-11,Subaru,Forester,,RY1,285
2025-12,Subaru,Forester,2.0 i-S EyeSight,RY1,174
2023-11,Subaru,Crosstrek,,RY1,308
2023-12,Subaru,Crosstrek,,RY1,190
2024-01,Subaru,Crosstrek,,RY1,266
2024-02,Subaru,Crosstrek,2.0 e-Boxer,RY1,477
2024-03,Subaru,Crosstrek,,RY1,411
2024-04,Subaru,Crosstrek,2.0 e-Boxer,RY1,464
2024-05,Subaru,Crosstrek,,RY1,433
2024-06,Subaru,Crosstrek,,RY1,255
2024-07,Subaru,Crosstrek,2.0 e-Boxer,RY1,384
2024-08,Subaru,Crosstrek,,RY1,413
2024-09,Subaru,Crosstrek,,RY1,443
2024-10,Subaru,Crosstrek,,RY1,233
2024-11,Subaru,Crosstrek,,RY1,491
2024-12,Subaru,Crosstrek,2.0 e-Boxer,RY1,319
2025-01,Subaru,Crosstrek,2.0 e-Boxer,RY1,525
2025-02,Subaru,Crosstrek,,RY1,328
2025-03,Subaru,Crosstrek,,RY1,275
2025-04,Subaru,Crosstrek,2.0 e-Boxer,RY1,655
2025-05,Subaru,Crosstrek,,RY1,499
2025-06,Subaru,Crosstrek,2.0 e-Boxer,RY1,337
2025-07,Subaru,Crosstrek,,RY1,490
2025-08,Subaru,Crosstrek,,RY1,289
2025-09,Subaru,Crosstrek,,RY1,617
2025-10,Subaru,Crosstrek,2.0 e-Boxer,RY1,481
2025-11,Subaru,Crosstrek,,RY1,498
2025-12,Subaru,Crosstrek,,RY1,633
2023-01,Suzuki,Swift,,RY1,290
2023-02,Suzuki,Swift,,RY1,456
2023-03,Suzuki,Swift,,RY1,383
2023-04,Suzuki,Swift,,RY1,400
2023-05,Suzuki,Swift,,RY1,243
2023-06,Suzuki,Swift,,RY1,422
2023-07,Suzuki,Swift,1.2 GLX,RY1,393
2023-08,Suzuki,Swift,,RY1,281
2023-09,Suzuki,Swift,,RY1,490
2023-10,Suzuki,Swift,1.2 GLX,RY1,276
2023-11,Suzuki,Swift,1.2 GLX,RY1,539
2023-12,Suzuki,Swift,1.2 GLX,RY1,272
2024-01,Suzuki,Swift,1.2 GLX,RY1,307
2024-02,Suzuki,Swift,1.2 GLX,RY1,488
2024-03,Suzuki,Swift,,RY1,398
2024-04,Suzuki,Swift,1.2 GLX,RY1,397
2024-05,Suzuki,Swift,,RY1,333
2024-06,Suzuki,Swift,,RY1,476
2024-07,Suzuki,Swift,,RY1,371
2024-08,Suzuki,Swift,1.2 GLX,RY1,516
2024-09,Suzuki,Swift,1.2 GLX,RY1,453
2024-10,Suzuki,Swift,,RY1,471
2024-11,Suzuki,Swift,1.2 GLX,RY1,299
2024-12,Suzuki,Swift,,RY1,406
2025-01,Suzuki,Swift,,RY1,240
2025-02,Suzuki,Swift,1.2 GLX,RY1,603
2025-03,Suzuki,Swift,,RY1,590
2025-04,Suzuki,Swift,,RY1,538
2025-05,Suzuki,Swift,1.2 GLX,RY1,402
2025-06,Suzuki,Swift,1.2 GLX,RY1,401
2025-07,Suzuki,Swift,,RY1,439
2025-08,Suzuki,Swift,,RY1,462
2025-09,Suzuki,Swift,,RY1,385
2025-10,Suzuki,Swift,,RY1,378
2025-11,Suzuki,Swift,1.2 GLX,RY1,451
2025-12,Suzuki,Swift,,RY1,468
2023-01,Suzuki,Ciaz,1.2 GLX,RY1,405
2023-02,Suzuki,Ciaz,,RY1,285
2023-03,Suzuki,Ciaz,,RY1,298
2023-04,Suzuki,Ciaz,1.2 GLX,RY1,505
2023-05,Suzuki,Ciaz,,RY1,346
2023-06,Suzuki,Ciaz,,RY1,262
2023-07,Suzuki,Ciaz,1.2 GLX,RY1,353
2023-08,Suzuki,Ciaz,,RY1,215
2023-09,Suzuki,Ciaz,,RY1,326
2023-10,Suzuki,Ciaz,1.2 GLX,RY1,166
2023-11,Suzuki,Ciaz,1.2 GLX,RY1,348
2023-12,Suzuki,Ciaz,1.2 GLX,RY1,194
2024-01,Suzuki,Ciaz,1.2 GLX,RY1,327
2024-02,Suzuki,Ciaz,,RY1,311
2024-03,Suzuki,Ciaz,1.2 GLX,RY1,329
2024-04,Suzuki,Ciaz,,RY1,229
2024-05,Suzuki,Ciaz,,RY1,224
2024-06,Suzuki,Ciaz,1.2 GLX,RY1,461
2024-07,Suzuki,Ciaz,,RY1,372
2024-08,Suzuki,Ciaz,,RY1,350
2024-09,Suzuki,Ciaz,,RY1,223
2024-10,Suzuki,Ciaz,,RY1,259
2024-11,Suzuki,Ciaz,1.2 GLX,RY1,324
2024-12,Suzuki,Ciaz,1.2 GLX,RY1,308
2025-01,Suzuki,Ciaz,1.2 GLX,RY1,304
2025-02,Suzuki,Ciaz,1.2 GLX,RY1,392
2025-03,Suzuki,Ciaz,,RY1,345
2025-04,Suzuki,Ciaz,,RY1,287
2025-05,Suzuki,Ciaz,1.2 GLX,RY1,329
2025-06,Suzuki,Ciaz,1.2 GLX,RY1,366
2025-07,Suzuki,Ciaz,,RY1,325
2025-08,Suzuki,Ciaz,1.2 GLX,RY1,192
2025-09,Suzuki,Ciaz,1.2 GLX,RY1,249
2025-10,Suzuki,Ciaz,,RY1,220
2025-11,Suzuki,Ciaz,,RY1,223
2025-12,Suzuki,Ciaz,1.2 GLX,RY1,249
2023-01,Suzuki,Celerio,1.0 GL,RY1,77
2023-02,Suzuki,Celerio,,RY1,73
2023-03,Suzuki,Celerio,,RY1,53
2023-04,Suzuki,Celerio,,RY1,77
2023-05,Suzuki,Celerio,,RY1,75
2023-06,Suzuki,Celerio,,RY1,98
2023-07,Suzuki,Celerio,1.0 GL,RY1,101
2023-08,Suzuki,Celerio,,RY1,86
2023-09,Suzuki,Celerio,,RY1,68
2023-10,Suzuki,Celerio,,RY1,81
2023-11,Suzuki,Celerio,,RY1,76
2023-12,Suzuki,Celerio,,RY1,76
2024-01,Suzuki,Celerio,,RY1,43
2024-02,Suzuki,Celerio,1.0 GL,RY1,49
2024-03,Suzuki,Celerio,1.0 GL,RY1,71
2024-04,Suzuki,Celerio,,RY1,33
2024-05,Suzuki,Celerio,1.0 GL,RY1,76
2024-06,Suzuki,Celerio,,RY1,86
2024-07,Suzuki,Celerio,,RY1,42
2024-08,Suzuki,Celerio,,RY1,65
2024-09,Suzuki,Celerio,,RY1,32
2024-10,Suzuki,Celerio,,RY1,57
2024-11,Suzuki,Celerio,1.0 GL,RY1,32
2024-12,Suzuki,Celerio,1.0 GL,RY1,40
2025-01,Suzuki,Celerio,,RY1,62
2025-02,Suzuki,Celerio,,RY1,26
2025-03,Suzuki,Celerio,,RY1,21
2025-04,Suzuki,Celerio,,RY1,73
2025-05,Suzuki,Celerio,,RY1,65
2025-06,Suzuki,Celerio,1.0 GL,RY1,90
2025-07,Suzuki,Celerio,,RY1,33
2025-08,Suzuki,Celerio,1.0 GL,RY1,47
2025-09,Suzuki,Celerio,1.0 GL,RY1,66
2025-10,Suzuki,Celerio,1.0 GL,RY1,65
2025-11,Suzuki,Celerio,,RY1,53
2025-12,Suzuki,Celerio,,RY1,81
2023-01,Suzuki,Ertiga,,RY1,463
2023-02,Suzuki,Ertiga,,RY1,362
2023-03,Suzuki,Ertiga,,RY1,329
2023-04,Suzuki,Ertiga,,RY1,474
2023-05,Suzuki,Ertiga,,RY1,148
2023-06,Suzuki,Ertiga,,RY1,234
2023-07,Suzuki,Ertiga,1.5 GX,RY1,385
2023-08,Suzuki,Ertiga,1.5 GX,RY1,419
2023-09,Suzuki,Ertiga,1.5 GX,RY1,309
2023-10,Suzuki,Ertiga,1.5 GX,RY1,486
2023-11,Suzuki,Ertiga,1.5 GX,RY1,392
2023-12,Suzuki,Ertiga,,RY1,441
2024-01,Suzuki,Ertiga,,RY1,253
2024-02,Suzuki,Ertiga,,RY1,193
2024-03,Suzuki,Ertiga,,RY1,166
2024-04,Suzuki,Ertiga,,RY1,252
2024-05,Suzuki,Ertiga,,RY1,222
2024-06,Suzuki,Ertiga,,RY1,304
2024-07,Suzuki,Ertiga,1.5 GX,RY1,132
2024-08,Suzuki,Ertiga,1.5 GX,RY1,360
2024-09,Suzuki,Ertiga,,RY1,270
2024-10,Suzuki,Ertiga,1.5 GX,RY1,339
2024-11,Suzuki,Ertiga,,RY1,249
2024-12,Suzuki,Ertiga,,RY1,509
2025-01,Suzuki,Ertiga,,RY1,174
2025-02,Suzuki,Ertiga,,RY1,339
2025-03,Suzuki,Ertiga,1.5 GX,RY1,541
2025-04,Suzuki,Ertiga,,RY1,171
2025-05,Suzuki,Ertiga,,RY1,227
2025-06,Suzuki,Ertiga,,RY1,100
2025-07,Suzuki,Ertiga,1.5 GX,RY1,263
2025-08,Suzuki,Ertiga,,RY1,357
2025-09,Suzuki,Ertiga,,RY1,188
2025-10,Suzuki,Ertiga,,RY1,264
2025-11,Suzuki,Ertiga,,RY1,239
2025-12,Suzuki,Ertiga,,RY1,347
2023-01,Suzuki,XL7,,RY1,372
2023-02,Suzuki,XL7,1.5 GLX,RY1,384
2023-03,Suzuki,XL7,,RY1,263
2023-04,Suzuki,XL7,1.5 GLX,RY1,367
2023-05,Suzuki,XL7,,RY1,218
2023-06,Suzuki,XL7,,RY1,397
2023-07,Suzuki,XL7,1.5 GLX,RY1,363
2023-08,Suzuki,XL7,,RY1,364
2023-09,Suzuki,XL7,1.5 GLX,RY1,231
2023-10,Suzuki,XL7,1.5 GLX,RY1,275
2023-11,Suzuki,XL7,,RY1,232
2023-12,Suzuki,XL7,,RY1,304
2024-01,Suzuki,XL7,1.5 GLX,RY1,223
2024-02,Suzuki,XL7,,RY1,242
2024-03,Suzuki,XL7,,RY1,265
2024-04,Suzuki,XL7,1.5 GLX,RY1,377
2024-05,Suzuki,XL7,,RY1,265
2024-06,Suzuki,XL7,,RY1,119
2024-07,Suzuki,XL7,,RY1,460
2024-08,Suzuki,XL7,,RY1,277
2024-09,Suzuki,XL7,,RY1,91
2024-10,Suzuki,XL7,,RY1,326
2024-11,Suzuki,XL7,,RY1,211
2024-12,Suzuki,XL7,,RY1,190
2025-01,Suzuki,XL7,1.5 GLX,RY1,140
2025-02,Suzuki,XL7,,RY1,227
2025-03,Suzuki,XL7,,RY1,246
2025-04,Suzuki,XL7,,RY1,202
2025-05,Suzuki,XL7,,RY1,379
2025-06,Suzuki,XL7,1.5 GLX,RY1,381
2025-07,Suzuki,XL7,,RY1,277
2025-08,Suzuki,XL7,1.5 GLX,RY1,404
2025-09,Suzuki,XL7,1.5 GLX,RY1,133
2025-10,Suzuki,XL7,,RY1,262
2025-11,Suzuki,XL7,,RY1,220
2025-12,Suzuki,XL7,,RY1,307
2023-01,Suzuki,Jimny,,RY1,88
2023-02,Suzuki,Jimny,,RY1,59
2023-03,Suzuki,Jimny,1.5 4WD,RY1,81
2023-04,Suzuki,Jimny,,RY1,113
2023-05,Suzuki,Jimny,,RY1,43
2023-06,Suzuki,Jimny,1.5 4WD,RY1,108
2023-07,Suzuki,Jimny,,RY1,136
2023-08,Suzuki,Jimny,1.5 4WD,RY1,65
2023-09,Suzuki,Jimny,,RY1,136
2023-10,Suzuki,Jimny,1.5 4WD,RY1,66
2023-11,Suzuki,Jimny,,RY1,49
2023-12,Suzuki,Jimny,1.5 4WD,RY1,53
2024-01,Suzuki,Jimny,,RY1,70
2024-02,Suzuki,Jimny,,RY1,56
2024-03,Suzuki,Jimny,,RY1,113
2024-04,Suzuki,Jimny,,RY1,72
2024-05,Suzuki,Jimny,1.5 4WD,RY1,58
2024-06,Suzuki,Jimny,,RY1,86
2024-07,Suzuki,Jimny,,RY1,92
2024-08,Suzuki,Jimny,,RY1,108
2024-09,Suzuki,Jimny,,RY1,108
2024-10,Suzuki,Jimny,1.5 4WD,RY1,88
2024-11,Suzuki,Jimny,1.5 4WD,RY1,83
2024-12,Suzuki,Jimny,1.5 4WD,RY1,117
2025-01,Suzuki,Jimny,1.5 4WD,RY1,82
2025-02,Suzuki,Jimny,,RY1,90
2025-03,Suzuki,Jimny,1.5 4WD,RY1,85
2025-04,Suzuki,Jimny,,RY1,139
2025-05,Suzuki,Jimny,,RY1,100
2025-06,Suzuki,Jimny,1.5 4WD,RY1,82
2025-07,Suzuki,Jimny,1.5 4WD,RY1,88
2025-08,Suzuki,Jimny,,RY1,128
2025-09,Suzuki,Jimny,,RY1,109
2025-10,Suzuki,Jimny,,RY1,124
2025-11,Suzuki,Jimny,,RY1,124
2025-12,Suzuki,Jimny,,RY1,88
2024-06,Suzuki,Fronx,1.5 GLX,RY1,398
2024-07,Suzuki,Fronx,,RY1,459
2024-08,Suzuki,Fronx,,RY1,227
2024-09,Suzuki,Fronx,,RY1,340
2024-10,Suzuki,Fronx,,RY1,289
2024-11,Suzuki,Fronx,1.5 GLX,RY1,312
2024-12,Suzuki,Fronx,1.5 GLX,RY1,234
2025-01,Suzuki,Fronx,1.5 GLX,RY1,499
2025-02,Suzuki,Fronx,,RY1,427
2025-03,Suzuki,Fronx,1.5 GLX,RY1,372
2025-04,Suzuki,Fronx,,RY1,502
2025-05,Suzuki,Fronx,,RY1,417
2025-06,Suzuki,Fronx,1.5 GLX,RY1,500
2025-07,Suzuki,Fronx,1.5 GLX,RY1,391
2025-08,Suzuki,Fronx,,RY1,527
2025-09,Suzuki,Fronx,1.5 GLX,RY1,402
2025-10,Suzuki,Fronx,,RY1,527
2025-11,Suzuki,Fronx,,RY1,473
2025-12,Suzuki,Fronx,,RY1,512
2023-01,Tesla,Model 3,Long Range AWD,RY1,52
2023-02,Tesla,Model 3,,RY1,113
2023-03,Tesla,Model 3,RWD,RY1,125
2023-04,Tesla,Model 3,,RY1,124
2023-05,Tesla,Model 3,Long Range AWD,RY1,94
2023-06,Tesla,Model 3,,RY1,109
2023-07,Tesla,Model 3,,RY1,118
2023-08,Tesla,Model 3,Long Range AWD,RY1,128
2023-09,Tesla,Model 3,Long Range AWD,RY1,117
2023-10,Tesla,Model 3,,RY1,117
2023-11,Tesla,Model 3,,RY1,86
2023-12,Tesla,Model 3,,RY1,103
2024-01,Tesla,Model 3,Long Range AWD,RY1,83
2024-02,Tesla,Model 3,RWD,RY1,109
2024-03,Tesla,Model 3,,RY1,85
2024-04,Tesla,Model 3,,RY1,71
2024-05,Tesla,Model 3,,RY1,92
2024-06,Tesla,Model 3,,RY1,109
2024-07,Tesla,Model 3,RWD,RY1,83
2024-08,Tesla,Model 3,,RY1,102
2024-09,Tesla,Model 3,,RY1,188
2024-10,Tesla,Model 3,,RY1,132
2024-11,Tesla,Model 3,RWD,RY1,138
2024-12,Tesla,Model 3,,RY1,168
2025-01,Tesla,Model 3,,RY1,155
2025-02,Tesla,Model 3,Long Range AWD,RY1,128
2025-03,Tesla,Model 3,,RY1,144
2025-04,Tesla,Model 3,,RY1,163
2025-05,Tesla,Model 3,Long Range AWD,RY1,122
2025-06,Tesla,Model 3,Long Range AWD,RY1,157
2025-07,Tesla,Model 3,,RY1,156
2025-08,Tesla,Model 3,,RY1,131
2025-09,Tesla,Model 3,,RY1,111
2025-10,Tesla,Model 3,,RY1,173
2025-11,Tesla,Model 3,,RY1,148
2025-12,Tesla,Model 3,,RY1,78
2023-01,Tesla,Model Y,,RY1,107
2023-02,Tesla,Model Y,,RY1,144
2023-03,Tesla,Model Y,,RY1,87
2023-04,Tesla,Model Y,,RY1,128
2023-05,Tesla,Model Y,Performance,RY1,93
2023-06,Tesla,Model Y,,RY1,68
2023-07,Tesla,Model Y,,RY1,76
2023-08,Tesla,Model Y,,RY1,51
2023-09,Tesla,Model Y,,RY1,86
2023-10,Tesla,Model Y,,RY1,57
2023-11,Tesla,Model Y,,RY1,79
2023-12,Tesla,Model Y,,RY1,138
2024-01,Tesla,Model Y,,RY1,155
2024-02,Tesla,Model Y,RWD,RY1,96
2024-03,Tesla,Model Y,,RY1,109
2024-04,Tesla,Model Y,,RY1,82
2024-05,Tesla,Model Y,RWD,RY1,74
2024-06,Tesla,Model Y,,RY1,111
2024-07,Tesla,Model Y,,RY1,68
2024-08,Tesla,Model Y,,RY1,131
2024-09,Tesla,Model Y,,RY1,120
2024-10,Tesla,Model Y,,RY1,76
2024-11,Tesla,Model Y,,RY1,76
2024-12,Tesla,Model Y,Performance,RY1,98
2025-01,Tesla,Model Y,,RY1,104
2025-02,Tesla,Model Y,Performance,RY1,123
2025-03,Tesla,Model Y,,RY1,97
2025-04,Tesla,Model Y,,RY1,80
2025-05,Tesla,Model Y,,RY1,82
2025-06,Tesla,Model Y,,RY1,79
2025-07,Tesla,Model Y,,RY1,130
2025-08,Tesla,Model Y,,RY1,121
2025-09,Tesla,Model Y,RWD,RY1,91
2025-10,Tesla,Model Y,,RY1,108
2025-11,Tesla,Model Y,,RY1,102
2025-12,Tesla,Model Y,,RY1,76
2023-01,Toyota,Yaris Ativ,1.2 Smart,RY1,4274
2023-02,Toyota,Yaris Ativ,,RY1,4617
2023-03,Toyota,Yaris Ativ,,RY1,3986
2023-04,Toyota,Yaris Ativ,,RY1,6802
2023-05,Toyota,Yaris Ativ,1.2 Premium Luxury,RY1,5337
2023-06,Toyota,Yaris Ativ,,RY1,3758
2023-07,Toyota,Yaris Ativ,1.2 Sport,RY1,4177
2023-08,Toyota,Yaris Ativ,,RY1,5391
2023-09,Toyota,Yaris Ativ,,RY1,2297
2023-10,Toyota,Yaris Ativ,1.2 Sport,RY1,4176
2023-11,Toyota,Yaris Ativ,,RY1,2921
2023-12,Toyota,Yaris Ativ,,RY1,3426
2024-01,Toyota,Yaris Ativ,,RY1,2699
2024-02,Toyota,Yaris Ativ,,RY1,3751
2024-03,Toyota,Yaris Ativ,,RY1,3781
2024-04,Toyota,Yaris Ativ,,RY1,2696
2024-05,Toyota,Yaris Ativ,,RY1,6268
2024-06,Toyota,Yaris Ativ,,RY1,4362
2024-07,Toyota,Yaris Ativ,,RY1,3446
2024-08,Toyota,Yaris Ativ,,RY1,4179
